"","NAME","state","county","tract","B02001_001E","B02001_002E"
"1","Census Tract 101.01, Fairfield County, Connecticut","09","001","010101",4392,4050
"2","Census Tract 101.02, Fairfield County, Connecticut","09","001","010102",4134,3800
"3","Census Tract 102.01, Fairfield County, Connecticut","09","001","010201",3387,2928
"4","Census Tract 102.02, Fairfield County, Connecticut","09","001","010202",5066,4447
"5","Census Tract 103, Fairfield County, Connecticut","09","001","010300",4209,3846
"6","Census Tract 104, Fairfield County, Connecticut","09","001","010400",5701,4968
"7","Census Tract 105, Fairfield County, Connecticut","09","001","010500",5399,4146
"8","Census Tract 106, Fairfield County, Connecticut","09","001","010600",1769,1525
"9","Census Tract 107, Fairfield County, Connecticut","09","001","010700",3870,3475
"10","Census Tract 108, Fairfield County, Connecticut","09","001","010800",3390,2946
"11","Census Tract 109, Fairfield County, Connecticut","09","001","010900",5263,4301
"12","Census Tract 110, Fairfield County, Connecticut","09","001","011000",5160,4642
"13","Census Tract 111, Fairfield County, Connecticut","09","001","011100",4779,4445
"14","Census Tract 112, Fairfield County, Connecticut","09","001","011200",1755,1656
"15","Census Tract 113, Fairfield County, Connecticut","09","001","011300",3867,2707
"16","Census Tract 201, Fairfield County, Connecticut","09","001","020100",4136,2089
"17","Census Tract 202, Fairfield County, Connecticut","09","001","020200",3826,3510
"18","Census Tract 203, Fairfield County, Connecticut","09","001","020300",7146,6328
"19","Census Tract 204, Fairfield County, Connecticut","09","001","020400",3795,3361
"20","Census Tract 205, Fairfield County, Connecticut","09","001","020500",4764,4352
"21","Census Tract 206, Fairfield County, Connecticut","09","001","020600",4862,3723
"22","Census Tract 207, Fairfield County, Connecticut","09","001","020700",4402,4100
"23","Census Tract 208, Fairfield County, Connecticut","09","001","020800",2841,2461
"24","Census Tract 209, Fairfield County, Connecticut","09","001","020900",4825,3528
"25","Census Tract 210, Fairfield County, Connecticut","09","001","021000",3190,2507
"26","Census Tract 211, Fairfield County, Connecticut","09","001","021100",5564,4042
"27","Census Tract 212, Fairfield County, Connecticut","09","001","021200",4552,3402
"28","Census Tract 213, Fairfield County, Connecticut","09","001","021300",4578,2758
"29","Census Tract 214, Fairfield County, Connecticut","09","001","021400",6799,2225
"30","Census Tract 215, Fairfield County, Connecticut","09","001","021500",6403,1787
"31","Census Tract 216, Fairfield County, Connecticut","09","001","021600",7202,3310
"32","Census Tract 217, Fairfield County, Connecticut","09","001","021700",6892,3282
"33","Census Tract 218.01, Fairfield County, Connecticut","09","001","021801",4138,2253
"34","Census Tract 218.02, Fairfield County, Connecticut","09","001","021802",5156,2375
"35","Census Tract 219, Fairfield County, Connecticut","09","001","021900",5912,4027
"36","Census Tract 220, Fairfield County, Connecticut","09","001","022000",2957,1361
"37","Census Tract 221, Fairfield County, Connecticut","09","001","022100",8202,2626
"38","Census Tract 222, Fairfield County, Connecticut","09","001","022200",4497,1529
"39","Census Tract 223, Fairfield County, Connecticut","09","001","022300",6401,2348
"40","Census Tract 224, Fairfield County, Connecticut","09","001","022400",2361,2060
"41","Census Tract 301, Fairfield County, Connecticut","09","001","030100",3711,3589
"42","Census Tract 302, Fairfield County, Connecticut","09","001","030200",3751,3423
"43","Census Tract 303, Fairfield County, Connecticut","09","001","030300",4148,3990
"44","Census Tract 304, Fairfield County, Connecticut","09","001","030400",4134,3628
"45","Census Tract 305, Fairfield County, Connecticut","09","001","030500",5446,5073
"46","Census Tract 351, Fairfield County, Connecticut","09","001","035100",7724,7041
"47","Census Tract 352, Fairfield County, Connecticut","09","001","035200",3302,3207
"48","Census Tract 353, Fairfield County, Connecticut","09","001","035300",3874,3674
"49","Census Tract 354, Fairfield County, Connecticut","09","001","035400",5173,4883
"50","Census Tract 425, Fairfield County, Connecticut","09","001","042500",4058,3415
"51","Census Tract 426, Fairfield County, Connecticut","09","001","042600",4139,3471
"52","Census Tract 427, Fairfield County, Connecticut","09","001","042700",4916,3830
"53","Census Tract 428, Fairfield County, Connecticut","09","001","042800",5030,4069
"54","Census Tract 429, Fairfield County, Connecticut","09","001","042900",1746,1596
"55","Census Tract 430, Fairfield County, Connecticut","09","001","043000",3172,2548
"56","Census Tract 431, Fairfield County, Connecticut","09","001","043100",4890,4091
"57","Census Tract 432, Fairfield County, Connecticut","09","001","043200",2991,2044
"58","Census Tract 433, Fairfield County, Connecticut","09","001","043300",3711,2902
"59","Census Tract 434, Fairfield County, Connecticut","09","001","043400",4261,2336
"60","Census Tract 435, Fairfield County, Connecticut","09","001","043500",2802,2377
"61","Census Tract 436, Fairfield County, Connecticut","09","001","043600",3155,2468
"62","Census Tract 437, Fairfield County, Connecticut","09","001","043700",2173,1368
"63","Census Tract 438, Fairfield County, Connecticut","09","001","043800",8458,5035
"64","Census Tract 439, Fairfield County, Connecticut","09","001","043900",5952,4676
"65","Census Tract 440, Fairfield County, Connecticut","09","001","044000",5350,3412
"66","Census Tract 441, Fairfield County, Connecticut","09","001","044100",3399,2102
"67","Census Tract 442, Fairfield County, Connecticut","09","001","044200",3541,2566
"68","Census Tract 443, Fairfield County, Connecticut","09","001","044300",3713,3285
"69","Census Tract 444, Fairfield County, Connecticut","09","001","044400",3523,1977
"70","Census Tract 445, Fairfield County, Connecticut","09","001","044500",2830,648
"71","Census Tract 446, Fairfield County, Connecticut","09","001","044600",3404,3299
"72","Census Tract 451.01, Fairfield County, Connecticut","09","001","045101",4313,4057
"73","Census Tract 451.02, Fairfield County, Connecticut","09","001","045102",5910,5174
"74","Census Tract 452, Fairfield County, Connecticut","09","001","045200",2380,2262
"75","Census Tract 453, Fairfield County, Connecticut","09","001","045300",2549,2340
"76","Census Tract 454, Fairfield County, Connecticut","09","001","045400",3367,2896
"77","Census Tract 501, Fairfield County, Connecticut","09","001","050100",4072,3551
"78","Census Tract 502, Fairfield County, Connecticut","09","001","050200",4086,3557
"79","Census Tract 503, Fairfield County, Connecticut","09","001","050300",8318,7634
"80","Census Tract 504, Fairfield County, Connecticut","09","001","050400",2508,2220
"81","Census Tract 505, Fairfield County, Connecticut","09","001","050500",4728,4358
"82","Census Tract 506, Fairfield County, Connecticut","09","001","050600",3343,3040
"83","Census Tract 551, Fairfield County, Connecticut","09","001","055100",5932,5411
"84","Census Tract 552, Fairfield County, Connecticut","09","001","055200",4387,4127
"85","Census Tract 601, Fairfield County, Connecticut","09","001","060100",4297,3765
"86","Census Tract 602, Fairfield County, Connecticut","09","001","060200",4438,4025
"87","Census Tract 603, Fairfield County, Connecticut","09","001","060300",3973,3647
"88","Census Tract 604, Fairfield County, Connecticut","09","001","060400",4503,4282
"89","Census Tract 605, Fairfield County, Connecticut","09","001","060500",2839,2703
"90","Census Tract 606, Fairfield County, Connecticut","09","001","060600",2365,2165
"91","Census Tract 607, Fairfield County, Connecticut","09","001","060700",7943,7309
"92","Census Tract 608, Fairfield County, Connecticut","09","001","060800",2035,1965
"93","Census Tract 609, Fairfield County, Connecticut","09","001","060900",2636,2511
"94","Census Tract 610, Fairfield County, Connecticut","09","001","061000",3822,3401
"95","Census Tract 611, Fairfield County, Connecticut","09","001","061100",3776,3444
"96","Census Tract 612, Fairfield County, Connecticut","09","001","061200",2116,1733
"97","Census Tract 613, Fairfield County, Connecticut","09","001","061300",3242,2478
"98","Census Tract 614, Fairfield County, Connecticut","09","001","061400",2830,1836
"99","Census Tract 615, Fairfield County, Connecticut","09","001","061500",4562,4305
"100","Census Tract 616, Fairfield County, Connecticut","09","001","061600",5301,5064
"101","Census Tract 701, Fairfield County, Connecticut","09","001","070100",4514,3770
"102","Census Tract 702, Fairfield County, Connecticut","09","001","070200",4169,1192
"103","Census Tract 703, Fairfield County, Connecticut","09","001","070300",1189,350
"104","Census Tract 704, Fairfield County, Connecticut","09","001","070400",1548,760
"105","Census Tract 705, Fairfield County, Connecticut","09","001","070500",2149,467
"106","Census Tract 706, Fairfield County, Connecticut","09","001","070600",2291,832
"107","Census Tract 709, Fairfield County, Connecticut","09","001","070900",2697,992
"108","Census Tract 710, Fairfield County, Connecticut","09","001","071000",3941,864
"109","Census Tract 711, Fairfield County, Connecticut","09","001","071100",4334,1407
"110","Census Tract 712, Fairfield County, Connecticut","09","001","071200",5757,1527
"111","Census Tract 713, Fairfield County, Connecticut","09","001","071300",4032,1302
"112","Census Tract 714, Fairfield County, Connecticut","09","001","071400",3761,1807
"113","Census Tract 716, Fairfield County, Connecticut","09","001","071600",2601,1260
"114","Census Tract 719, Fairfield County, Connecticut","09","001","071900",5057,1737
"115","Census Tract 720, Fairfield County, Connecticut","09","001","072000",3488,1694
"116","Census Tract 721, Fairfield County, Connecticut","09","001","072100",5225,3427
"117","Census Tract 722, Fairfield County, Connecticut","09","001","072200",3971,2464
"118","Census Tract 723, Fairfield County, Connecticut","09","001","072300",5980,3083
"119","Census Tract 724, Fairfield County, Connecticut","09","001","072400",2548,1023
"120","Census Tract 725, Fairfield County, Connecticut","09","001","072500",6623,3593
"121","Census Tract 726, Fairfield County, Connecticut","09","001","072600",7998,5655
"122","Census Tract 727, Fairfield County, Connecticut","09","001","072700",3572,1465
"123","Census Tract 728, Fairfield County, Connecticut","09","001","072800",5726,1311
"124","Census Tract 729, Fairfield County, Connecticut","09","001","072900",5256,1871
"125","Census Tract 730, Fairfield County, Connecticut","09","001","073000",1905,889
"126","Census Tract 731, Fairfield County, Connecticut","09","001","073100",5007,2247
"127","Census Tract 732, Fairfield County, Connecticut","09","001","073200",2461,1240
"128","Census Tract 733, Fairfield County, Connecticut","09","001","073300",3206,984
"129","Census Tract 734, Fairfield County, Connecticut","09","001","073400",4448,1573
"130","Census Tract 735, Fairfield County, Connecticut","09","001","073500",3462,1086
"131","Census Tract 736, Fairfield County, Connecticut","09","001","073600",2421,840
"132","Census Tract 737, Fairfield County, Connecticut","09","001","073700",4810,1530
"133","Census Tract 738, Fairfield County, Connecticut","09","001","073800",2702,857
"134","Census Tract 739, Fairfield County, Connecticut","09","001","073900",3311,1257
"135","Census Tract 740, Fairfield County, Connecticut","09","001","074000",1930,626
"136","Census Tract 743, Fairfield County, Connecticut","09","001","074300",4113,1317
"137","Census Tract 744, Fairfield County, Connecticut","09","001","074400",4571,1098
"138","Census Tract 801, Fairfield County, Connecticut","09","001","080100",5014,3068
"139","Census Tract 802, Fairfield County, Connecticut","09","001","080200",4520,2768
"140","Census Tract 804, Fairfield County, Connecticut","09","001","080400",5722,2238
"141","Census Tract 805, Fairfield County, Connecticut","09","001","080500",3213,3112
"142","Census Tract 806, Fairfield County, Connecticut","09","001","080600",2111,1733
"143","Census Tract 807, Fairfield County, Connecticut","09","001","080700",2096,1679
"144","Census Tract 808, Fairfield County, Connecticut","09","001","080800",4835,4358
"145","Census Tract 809, Fairfield County, Connecticut","09","001","080900",5144,4148
"146","Census Tract 810, Fairfield County, Connecticut","09","001","081000",4406,3508
"147","Census Tract 811, Fairfield County, Connecticut","09","001","081100",4707,4232
